Customer Type,Comments,Identified_Language,Translated_Language,Response,Categorisation,Sentiment,Sector,Flight No,Flight Date,Cabin Class,Seat No,Aircraft Version,Tail No,FFP Member,Gender,Age,Country,sentiment,sentiment_score,keywords,keywords_label,keywords_relevance,emotion_anger,emotion_disgust,emotion_fear,emotion_joy,emotion_sadness,concepts_text,concepts_relevance
Passive,Amenity Kit: Comments,en,My blanket smelled really bad. had to ask for another one. ,My blanket smelled really bad. had to ask for another one. ,Blanket,Negative,MRU-PER,NK0440,24/01/2019,ECONOMY,023B,332,3BNBL,NO,Female,35-44,Australia,negative,-0.921429,blanket,negative,0.880731,0.125382,0.573917,0.321374,0.032173,0.309039,,
Promoter,Amenity Kit: Comments,fr,Perfect,Parfait,Compliment,Positive,BOM-MRU,NK0749,24/01/2019,ECONOMY,037F,343C,3BNAU,NO,Female,26-34,France,positive,0.969607,,,,0.0,0.0,0.0,0.880435,0.0,,
Promoter,Amenity Kit: Comments,en,Some perfume,Some perfume,Recommendation,Neutral,DEL-MRU,NK0745,24/01/2019,ECONOMY,,343E,3BNBJ,NO,Male,35-44,Mauritius,neutral,0,perfume,neutral,0.997527,0.0,0.0,0.0,0.0,0.0,,
Promoter,Amenity Kit: Comments,fr,Good,Bien,Good products,Positive,PER-MRU,NK0441,23/01/2019,ECONOMY,018B,332,3BNBL,NO,Female,55-64,Reunion,positive,0.903402,,,,0.0,0.0,0.0,0.880435,0.0,,
Promoter,Amenity Kit: Comments,pt,In the,No,None,Neutral,BOM-MRU,NK0749,09/02/2019,ECONOMY,018G,343C,3BNAU,NO,Male,,Mauritius,neutral,0,,,,0.0,0.0,0.0,0.0,0.0,,
Promoter,Amenity Kit: Comments,en,It was ok,It was ok,Good products,Positive,NBO-MRU,NK0535,09/02/2019,ECONOMY,005D,319,3BNBF,NO,Female,55-64,Kenya,positive,0.885201,,,,0.0,0.0,0.0,0.0,0.0,,
Promoter,Amenity Kit: Comments,fr,Everything is perfect ,Tout est parfait ,Compliment,Positive,MRU-CDG,NK0034,08/02/2019,ECONOMY,045F,359C,3BNBQ,NO,Female,65-75,France,positive,0.976496,,,,0.024738,0.007365,0.034424,0.838801,0.071139,,
Detractor,Amenity Kit: Comments,fr,I didn't get on my second flight,Jen ai pas eu lors de mon second vol,Did not receive,Negative,BOM-MRU,NK0749,08/02/2019,BUSINESS,004H,343C,3BNAU,NO,Female,35-44,Madagascar,negative,-0.651616,second flight,negative,0.999967,0.164254,0.073179,0.074121,0.048995,0.28633,,
Promoter,Amenity Kit: Comments,fr,Magnificent,Magnifique,Compliment,Positive,CDG-MRU,NK0045,08/02/2019,ECONOMY,006J,359C,3BNBP,NO,Female,35-44,France,positive,0.989362,,,,0.0,0.0,0.0,0.880435,0.0,,
Passive,Amenity Kit: Comments,fr,Very well but this should not be systematically given because clients do not want it ,Très bien mais cela ne devrait pas être systématiquement donné car des clients n'en veulent pas ,Recommendation,Positive,MRU-CDG,NK0034,08/02/2019,ECONOMY,021D,359C,3BNBQ,NO,Female,35-44,France,negative,-0.742632,clients,negative,0.844133,0.089169,0.047066,0.101327,0.455138,0.132101,,
Passive,Amenity Kit: Comments,en,Thank you! Very good,Thank you! Very good,Good products,Positive,LHR-MRU,NK0053,08/02/2019,ECONOMY,023D,343C,3BNBD,NO,Female,45-54,Denmark,positive,0.998489,,,,0.0,0.0,0.0,1.0,0.0,,
Detractor,Amenity Kit: Comments,en,Nice to have new stuff this time,Nice to have new stuff this time,Compliment,Positive,MRU-KUL,NK0646,08/02/2019,ECONOMY,,332,3BNBL,NO,Female,26-34,Malaysia,positive,0.94561,new stuff,positive,0.933131,0.019117,0.011234,0.040792,0.851166,0.063293,Progressive rock,0.856178
Detractor,Amenity Kit: Comments,en,SATISFIED,SATISFIED,Compliment,Positive,DEL-MRU,NK0745,07/02/2019,ECONOMY,011D,332,3BNBL,NO,Male,65-75,Mauritius,positive,0.487819,,,,0.0,0.0,0.0,0.880435,0.0,,
Detractor,Amenity Kit: Comments,en,Good,Good,Good products,Positive,MRU-LHR,NK0042,07/02/2019,ECONOMY,026H,343C,3BNBD,NO,Male,26-34,Mauritius,positive,0.903402,,,,0.0,0.0,0.0,0.880435,0.0,,
Promoter,Amenity Kit: Comments,fr,Add an inflatable neck to keep the neck in the economy class ,Y rajouter un col gonflable pour tenir la nuque en classe economique ,Other,Neutral,CDG-MRU,NK0045,07/02/2019,ECONOMY,030G,359C,3BNBQ,NO,Male,65-75,France,negative,-0.584279,inflatable neck,negative,0.984914,0.524874,0.074846,0.451278,0.055855,0.199673,Amtrak,0.915606
Promoter,Amenity Kit: Comments,it,Not,Non,None,Neutral,MRU-DEL,NK0744,06/02/2019,ECONOMY,010A,332,3BNBL,NO,Female,55-64,Mauritius,neutral,0,,,,0.0,0.0,0.0,0.0,0.0,,
Detractor,Amenity Kit: Comments,it,Not,Non,None,Neutral,CDG-MRU,NK0045,06/02/2019,BUSINESS,002D,343C,3BNBE,NO,Male,45-54,France,neutral,0,,,,0.0,0.0,0.0,0.0,0.0,,
Promoter,Amenity Kit: Comments,en,Like the inclusion of the charger ,Like the inclusion of the charger ,Charger cable,Positive,PER-MRU,NK0441,06/02/2019,BUSINESS,005J,332,3BNBL,NO,Female,45-54,Australia,neutral,0,inclusion of the charger,neutral,0.5,0.152124,0.091762,0.007602,0.195544,0.289063,San Diego Chargers,0.886784
Passive,Amenity Kit: Comments,en,Expected to have ear plugs. which we did not get this time. ,Expected to have ear plugs. which we did not get this time. ,No ear plugs,Negative,MRU-PER,NK0440,05/02/2019,ECONOMY,020G,332,3BNBL,YES,Female,55-64,Mauritius,negative,-0.776787,ear plugs,neutral,0.887851,0.256879,0.018471,0.257978,0.284912,0.245719,,
Passive,Amenity Kit: Comments,en,Wonderful to provide the iPhone cable,Wonderful to provide the iPhone cable,Charger cable,Positive,SIN-MRU,NK0647,05/02/2019,BUSINESS,005J,332,3BNBL,NO,Male,55-64,Singapore,positive,0.974475,iPhone cable,positive,0.5,0.100418,0.002525,0.02262,0.662635,0.021824,,
Promoter,Amenity Kit: Comments,fr,Lack of ear plugs,Manque les bouchons d'oreille,No ear plugs,Negative,CDG-MRU,NK0045,04/02/2019,ECONOMY,012J,359C,3BNBP,NO,Male,,,negative,-0.856314,Lack of ear plugs,negative,0.5,0.07003,0.025545,0.298373,0.22249,0.127472,,
Detractor,Amenity Kit: Comments,en,Good,Good,Good products,Positive,MRU-MAA,NK0746,04/02/2019,ECONOMY,024E,343C,3BNAU,NO,Male,26-34,Mauritius,positive,0.903402,,,,0.0,0.0,0.0,0.880435,0.0,,
Promoter,Amenity Kit: Comments,en,None,None,None,Neutral,MRU-BLR,NK0746,04/02/2019,ECONOMY,040C,343C,3BNAU,NO,Female,65-75,South Africa,negative,-0.911489,None,negative,0.997527,0.0,0.0,0.0,0.0,0.0,,
Promoter,Amenity Kit: Comments,en,none,none,None,Neutral,MRU-KUL,NK0646,04/02/2019,ECONOMY,040G,332,3BNBL,NO,Male,45-54,Mauritius,negative,-0.911489,none,negative,0.997527,0.0,0.0,0.0,0.0,0.0,,
Passive,Amenity Kit: Comments,en,Neutral,Neutral,Good products,Neutral,MRU-CDG,NK0034,04/02/2019,BUSINESS,007F,359C,3BNBQ,NO,Female,35-44,Netherlands,neutral,0,Neutral,neutral,0.5,0.0,0.0,0.0,0.0,0.0,,
Detractor,Amenity Kit: Comments,en,Cheap,Cheap,Other,Negative,MRU-CDG,NK0034,02/03/2019,ECONOMY,,359C,3BNBP,NO,Male,45-54,France,neutral,0,,,,0.0,0.803204,0.0,0.0,0.658924,,
Promoter,Amenity Kit: Comments,fr,No need for the pouch itself. Better to provide ear plugs instead. Very well to have the mask and toothbrush. Very good also the warm lingette on the morning waking up. ,Pas besoin de la pochette en elle même. Mieux vaut fournir des bouchons doreille à la place. Très bien davoir le masque et la brosse à dents. Très bien aussi la lingette chaude le matin au réveil. ,No adequate products,Negative,MRU-CDG,NK0034,02/03/2019,ECONOMY,038G,359C,3BNBP,NO,Female,45-54,France,positive,0.810152,warm lingette,positive,0.9115,0.130636,0.002633,0.030907,0.753686,0.111001,The Mask,0.9044
Promoter,Amenity Kit: Comments,en,No ear plugs provided and had a baby constantly crying ,No ear plugs provided and had a baby constantly crying ,No ear plugs,Negative,MRU-PER,NK0440,02/03/2019,ECONOMY,042E,332,3BNBL,YES,Male,35-44,Australia,negative,-0.983019,ear plugs,negative,0.997577,0.050084,0.019791,0.055689,0.02466,0.940127,,
Passive,Amenity Kit: Comments,en,It used to have the earplugs which is handy for a 11h50min flight but this time it was not present. At least this. pen. eye cover and the socks are important.,It used to have the earplugs which is handy for a 11h50min flight but this time it was not present. At least this. pen. eye cover and the socks are important.,No adequate products,Negative,LHR-MRU,NK0053,01/03/2019,ECONOMY,038E,343C,3BNAU,NO,Male,26-34,Mauritius,positive,0.428461,eye cover,neutral,0.942454,0.274965,0.151189,0.201972,0.184856,0.240137,Time,0.9044
Passive,Amenity Kit: Comments,fr,A slightly larger mask,Un masque un peu plus grand,No adequate products,Negative,CDG-MRU,NK0045,01/03/2019,ECONOMY,035F,359C,3BNBP,NO,Female,45-54,France,neutral,0,larger mask,neutral,0.5,0.214168,0.007789,0.317627,0.026067,0.100914,,
Passive,Amenity Kit: Comments,en,NO NEED TO PROVIDE THIS.....TERRIBLE...ADDS TO THRASH..,NO NEED TO PROVIDE THIS.....TERRIBLE...ADDS TO THRASH..,Poor quality/ Very dissatisfied,Negative,MRU-LHR,NK0042,01/03/2019,ECONOMY,022C,343C,3BNBE,NO,Female,55-64,Mauritius,negative,-0.96143,NEED,negative,0.5,0.57937,0.224838,0.155848,0.014916,0.135157,,
Passive,Amenity Kit: Comments,it,NOT,NON,None,Neutral,MRU-CDG,NK0034,01/03/2019,ECONOMY,012G,359C,3BNBQ,NO,Female,76 & over,France,neutral,0,,,,0.0,0.0,0.0,0.0,0.0,,
Detractor,Amenity Kit: Comments,en,Rey poor. Shocking short pen. cutting back to the extreme ,Rey poor. Shocking short pen. cutting back to the extreme ,Poor quality/ Very dissatisfied,Negative,LHR-MRU,NK0053,01/03/2019,ECONOMY,021A,343C,3BNAU,NO,Female,35-44,United Kingdom,negative,-0.913788,short pen,negative,0.937366,0.266132,0.141387,0.364005,0.010855,0.555382,Debut albums,0.851085
Promoter,Amenity Kit: Comments,en,This is a great tool for a better comfort during our flight. I really appreciate the amenity kit provided. ,This is a great tool for a better comfort during our flight. I really appreciate the amenity kit provided. ,Compliment,Positive,MRU-LHR,NK0042,01/03/2019,ECONOMY,009G,343C,3BNBE,NO,Male,26-34,Mauritius,positive,0.996974,great tool,positive,0.983492,0.01133,0.004574,0.008567,0.883112,0.064841,,
Passive,Amenity Kit: Comments,en,None,None,None ,Neutral,KUL-MRU,NK0647,28/02/2019,ECONOMY,015H,332,3BNBM,NO,Male,55-64,Malaysia,negative,-0.911489,None,negative,0.997527,0.0,0.0,0.0,0.0,0.0,,
Passive,Amenity Kit: Comments,it,Not.,Non.,None,Neutral,CDG-MRU,NK0045,28/02/2019,ECONOMY,031B,343C,3BNBE,NO,Male,55-64,France,neutral,0,,,,0.0,0.0,0.0,0.0,0.0,,
Promoter,Amenity Kit: Comments,fr,Good idea. Toothbrush and toothpaste are welcome,Bonne idée. la brosse à dent et le dentifrice sont bienvenus,Compliment,Positive,MRU-CDG,NK0034,28/02/2019,ECONOMY,042E,359C,3BNBP,NO,Female,45-54,France,positive,0.943913,Good idea,positive,0.999656,0.017362,0.008521,0.028776,0.880675,0.042837,Idea,0.91136
Passive,Amenity Kit: Comments,fr,Very good!! ,Très bien !! ,Compliment,Positive,CDG-MRU,NK0045,28/02/2019,ECONOMY,041H,343C,3BNBE,NO,Female,45-54,France,positive,0.980062,,,,0.0,0.0,0.0,0.880435,0.0,,
Promoter,Amenity Kit: Comments,en,None,None,None,Neutral,MRU-LHR,NK0042,28/02/2019,ECONOMY,022H,343C,3BNAU,YES,Male,65-75,United Kingdom,negative,-0.911489,None,negative,0.997527,0.0,0.0,0.0,0.0,0.0,,
Promoter,Amenity Kit: Comments,fr,Very satisfactory,Très satisfaisante,Compliment,Positive,MRU-CDG,NK0034,28/02/2019,ECONOMY,030B,359C,3BNBP,NO,Male,55-64,France,positive,0.996641,,,,0.0,0.0,0.0,0.0,0.0,,
Promoter,Amenity Kit: Comments,en,100% excellent ,100% excellent ,Compliment,Positive,MRU-SIN,NK0646,27/02/2019,ECONOMY,028H,332,3BNBM,NO,Male,22-25,Mauritius,positive,0.977558,,,,0.0,0.0,0.0,0.880435,0.0,,
Passive,Amenity Kit: Comments,en,Very happy that you had an amenity kit. Great to get some toothpaste and toothbrush,Very happy that you had an amenity kit. Great to get some toothpaste and toothbrush,Compliment,Positive,MRU-PER,NK0440,26/02/2019,ECONOMY,040C,332,3BNBL,NO,Female,35-44,Australia,positive,0.994169,amenity kit,positive,0.865994,0.008351,0.007626,0.012145,0.91136,0.018606,,
Passive,Amenity Kit: Comments,it,Not,Non,None,Neutral,MRU-CDG,NK0034,26/02/2019,ECONOMY,044G,359C,3BNBP,NO,Female,35-44,France,neutral,0,,,,0.0,0.0,0.0,0.0,0.0,,
Promoter,Amenity Kit: Comments,fr,Ear plugs as before.,des bouchons d'oreille comme avant.,Recommendation,Neutral,MRU-CDG,NK0034,26/02/2019,ECONOMY,044J,359C,3BNBP,NO,Male,45-54,France,neutral,0,Ear plugs,neutral,0.5,0.192147,0.009745,0.354233,0.418235,0.107358,,
Passive,Amenity Kit: Comments,en,No ear plugs or cotton provided in the amenity kit and the same was also not available with the cabin crew either on request . Quality of socks has gone down. ,No ear plugs or cotton provided in the amenity kit and the same was also not available with the cabin crew either on request . Quality of socks has gone down. ,No ear plugs,Negative,MRU-BOM,NK0748,26/02/2019,ECONOMY,014A,332,3BNBM,NO,Female,35-44,Mauritius,negative,-0.713686,ear plugs,neutral,0.991279,0.098691,0.019935,0.067115,0.247982,0.119803,Cabin Crew,0.91136
Passive,Amenity Kit: Comments,en,None provided,None provided,Did not receive,Negative,MRU-NBO,NK0534,09/03/2019,ECONOMY,022F,319,3BNBF,NO,Female,45-54,Mauritius,negative,-0.845333,None,negative,0.980057,0.088473,0.074744,0.091248,0.179551,0.148831,,
Passive,Amenity Kit: Comments,fr,Good initiative!,Bonne initiative!,Compliment,Positive,CDG-MRU,NK0045,09/03/2019,ECONOMY,016B,359C,3BNBP,NO,Male,55-64,France,positive,0.964025,Good initiative,positive,0.5,0.028373,0.014319,0.04959,0.804386,0.044015,,
Passive,Amenity Kit: Comments,pt,Ras,Ras,Other,Neutral,MRU-LHR,NK0042,09/03/2019,ECONOMY,017G,343C,3BNBD,NO,Female,55-64,France,neutral,0,Ras,neutral,0.5,0.0,0.0,0.0,0.0,0.0,,
Promoter,Amenity Kit: Comments,fr,Thank you,Merci,None,Positive,CDG-MRU,NK0045,08/03/2019,ECONOMY,015C,359C,3BNBQ,NO,Male,55-64,France,positive,0.988731,,,,0.0,0.0,0.0,0.880435,0.0,,
Promoter,Amenity Kit: Comments,ms,Sympaw,Sympa,Compliment,Positive,MRU-CDG,NK0034,07/03/2019,BUSINESS,002D,359C,3BNBQ,YES,Male,65-75,France,neutral,0,Sympaw,neutral,0.5,0.0,0.0,0.0,0.0,0.0,,
Passive,Amenity Kit: Comments,fr,A COMB IS MISSING,IL MANQUE UN PEIGNE,Recommendation,Negative,MRU-CDG,NK0034,07/03/2019,BUSINESS,005E,359C,3BNBQ,NO,Male,45-54,France,negative,-0.805931,COMB,negative,0.980057,0.066091,0.010901,0.429968,0.00873,0.732669,,
Promoter,Amenity Kit: Comments,it,Not,Non,None,Neutral,MRU-LHR,NK0042,07/03/2019,ECONOMY,037F,343C,3BNBD,NO,Male,45-54,France,neutral,0,,,,0.0,0.0,0.0,0.0,0.0,,
Promoter,Amenity Kit: Comments,vi,TB,TB,Other,Neutral,CDG-MRU,NK0045,07/03/2019,ECONOMY,014F,359C,3BNBP,NO,Male,55-64,France,neutral,0,TB,neutral,0.997527,0.0,0.0,0.0,0.0,0.0,,
Promoter,Amenity Kit: Comments,en,Good,Good,Compliment,Positive,MRU-DEL,NK0744,06/03/2019,ECONOMY,006D,343C,3BNAU,YES,Male,76 & over,South Africa,positive,0.903402,,,,0.0,0.0,0.0,0.880435,0.0,,
Detractor,Amenity Kit: Comments,en,The old nylon packaging was nice in blue and yellow. The present one looks cheap and very low grade. Comments are average at best.,The old nylon packaging was nice in blue and yellow. The present one looks cheap and very low grade. Comments are average at best.,Compliment/ Poor Quality,Negative,BOM-MRU,NK0749,06/03/2019,ECONOMY,026H,343C,3BNAU,YES,Male,45-54,Mauritius,negative,-0.537216,old nylon packaging,positive,0.965525,0.049239,0.056389,0.051624,0.778195,0.039755,Present,0.91136
Detractor,Amenity Kit: Comments,en,Too cheap lol,Too cheap lol,Poor quality,Negative,MRU-LHR,NK0042,15/03/2019,ECONOMY,027H,343C,3BNBD,YES,Male,35-44,United Kingdom,negative,-0.822872,,,,0.029059,0.049239,0.093616,0.638171,0.208375,,
Detractor,Amenity Kit: Comments,fr,Lack of ear plugs,Manque les bouchons pour oreilles,No ear plugs,Negative,MRU-CDG,NK0034,15/03/2019,ECONOMY,012H,359C,3BNBQ,NO,Male,45-54,France,negative,-0.856314,Lack of ear plugs,negative,0.5,0.07003,0.025545,0.298373,0.22249,0.127472,,
Promoter,Amenity Kit: Comments,fr,Equipment for Ears ,Matériel pour les oreilles ,Recommendation,Neutral,CDG-MRU,NK0045,15/03/2019,ECONOMY,021F,359C,3BNBP,NO,Female,45-54,France,neutral,0,Equipment,neutral,0.980057,0.070992,0.026025,0.090277,0.457251,0.22617,,
Promoter,Amenity Kit: Comments,fr,Lack of kies ,Manque de boules kies ,Recommendation,Negative,CDG-MRU,NK0045,15/03/2019,ECONOMY,014F,359C,3BNBP,NO,Male,55-64,France,negative,-0.876439,Lack of kies,negative,0.5,0.088473,0.074744,0.091248,0.179551,0.148831,,
Promoter,Amenity Kit: Comments,fr,Highly functional and reusable and well-designed,très fonctionnelle et réutilisable sobre et bien conçue,Good products,Positive,MRU-CDG,NK0034,15/03/2019,ECONOMY,012B,359C,3BNBQ,NO,Female,65-75,France,positive,0.952747,,,,0.050654,0.047213,0.279886,0.576732,0.006698,,
Passive,Amenity Kit: Comments,fr,Incredibly disappointed with what I experienced ,Incroyablement déçu par rapport à ce que j ai connu ,Poor quality/ Very dissatisfied,Negative,MRU-CDG,NK0034,14/03/2019,BUSINESS,002D,359C,3BNBP,YES,Female,65-75,Mauritius,negative,-0.997087,,,,0.380153,0.147937,0.058275,0.040083,0.623136,,
Detractor,Amenity Kit: Comments,en,it have very limited items. ,it have very limited items. ,Negative,Negative,DEL-MRU,NK0745,14/03/2019,ECONOMY,027H,332,3BNBL,NO,Male,26-34,India,neutral,0,limited items,neutral,0.5,0.041184,0.014904,0.003184,0.072106,0.26129,,
Passive,Amenity Kit: Comments,en,Perhaps include ear plugs ,Perhaps include ear plugs ,No ear plugs,Neutral,MRU-HKG,NK0640,14/03/2019,ECONOMY,016F,343C,3BNAU,NO,Female,35-44,Hong Kong,neutral,0,ear plugs,neutral,0.5,0.153138,0.01427,0.36105,0.19363,0.087748,,
Promoter,Amenity Kit: Comments,fr,The policeman was unpleasant at check ... not even hello ...,Le policier été tré désagréable au check in...meme pas bonjour...,Crew,Negative,PER-MRU,NK0441,13/03/2019,BUSINESS,001E,332,3BNBL,NO,Female,65-75,Australia,negative,-0.850368,policeman,negative,0.931477,0.089115,0.048318,0.073528,0.125794,0.463781,Seinfeld,0.864143
Detractor,Amenity Kit: Comments,en,Checknin good,Checknin good,Other,Positive,BOM-MRU,NK0749,13/03/2019,ECONOMY,,332,3BNBM,NO,Male,45-54,Mauritius,positive,0.903402,Checknin,positive,0.5,0.008177,0.002592,0.019029,0.939417,0.025748,,
Detractor,Amenity Kit: Comments,en,Nice,Nice,Good products,Positive,MRU-LHR,NK0042,23/03/2019,ECONOMY,,343C,3BNAU,NO,Female,35-44,Mauritius,positive,0.948967,,,,0.0,0.0,0.0,0.0,0.0,,
Detractor,Amenity Kit: Comments,en,None were provided,None were provided,No adequate products,Negative,DAR-MRU,NK0535,23/03/2019,BUSINESS,004F,319,3BNBF,YES,Female,26-34,Mauritius,negative,-0.632809,None,negative,0.980057,0.088473,0.074744,0.091248,0.179551,0.148831,,
Promoter,Amenity Kit: Comments,fr,It's a lot more and it's good,C'est un plus et c'est bien,Good products,Positive,MRU-CDG,NK0034,23/03/2019,ECONOMY,012F,359C,3BNBQ,NO,Male,65-75,France,positive,0.953243,lot,positive,0.980057,0.026329,0.011648,0.063138,0.788241,0.092917,,
Passive,Amenity Kit: Comments,en,Too long a survey,Too long a survey,None,Negative,LHR-MRU,NK0053,22/03/2019,BUSINESS,001A,343C,3BNBE,NO,Male,35-44,United Kingdom,negative,-0.684139,survey,negative,0.997527,0.05112,0.09549,0.083985,0.130062,0.299977,,
Promoter,Amenity Kit: Comments,pt,In the,No,None,Neutral,MRU-BOM,NK0748,22/03/2019,ECONOMY,039C,332,3BNBL,NO,Male,45-54,Mauritius,neutral,0,,,,0.0,0.0,0.0,0.0,0.0,,
Promoter,Amenity Kit: Comments,pt,RAS,RAS,Other,Neutral,MRU-CDG,NK0034,22/03/2019,BUSINESS,007E,359C,3BNBP,NO,Male,65-75,France,neutral,0,RAS,neutral,0.5,0.0,0.0,0.0,0.0,0.0,,
Promoter,Amenity Kit: Comments,fr,Very useful gift just missing a refreshing wipe,Cadeau très utile manque juste une lingette rafraichissante,Good products,Positive,MRU-CDG,NK0034,22/03/2019,ECONOMY,027E,359C,3BNBP,NO,Male,55-64,France,positive,0.729034,useful gift,positive,0.990015,0.027748,0.043699,0.069743,0.278972,0.637629,,
Promoter,Amenity Kit: Comments,pt,In the,No,None,Neutral,LHR-MRU,NK0053,22/03/2019,ECONOMY,021H,343C,3BNBE,NO,Male,45-54,United Kingdom,neutral,0,,,,0.0,0.0,0.0,0.0,0.0,,
Promoter,Amenity Kit: Comments,en,Surprised by contents!,Surprised by contents!,Good service,Neutral,MRU-CDG,NK0034,21/03/2019,ECONOMY,027E,359C,3BNBQ,NO,Female,65-75,Canada,positive,0.64943,contents,positive,0.891414,0.008343,0.171329,0.021271,0.708999,0.013722,,
Promoter,Amenity Kit: Comments,fr,Ear plugs,Des bouchons de oreilles,No ear plugs,Neutral,CDG-MRU,NK0045,21/03/2019,ECONOMY,042A,359C,3BNBP,NO,Male,45-54,France,neutral,0,Ear plugs,neutral,0.5,0.192147,0.009745,0.354233,0.418235,0.107358,,
Promoter,Amenity Kit: Comments,fr,A comb is missing !!!,Il manque un peigne!!!,Other,Negative,CDG-MRU,NK0045,20/03/2019,BUSINESS,003A,359C,3BNBQ,NO,Female,55-64,Switzerland,negative,-0.959266,comb,negative,0.980057,0.06312,0.005917,0.429752,0.010615,0.733452,,
